Route,Time,Demand,Cost,MainfreightCost
"['Warehouse', ""Pak 'n Save Westgate"", 'Four Square Hobsonville', 'Warehouse']",85.49373333333338,12,213.73433333333344,3000
"['Warehouse', 'Four Square Glen Eden', ""Pak 'n Save Westgate"", 'Four Square Hobsonville', 'Warehouse']",119.87653333333338,14,299.69133333333343,3000
"['Warehouse', 'Four Square Hobsonville', 'Warehouse']",55.1815,3,137.95375,3000
"['Warehouse', 'Four Square Pakuranga Heights', ""Pak 'n Save Botany"", 'Four Square Ellerslie', 'Four Square St Heliers', 'Warehouse']",171.84660000000002,16,429.6165000000001,3000
"['Warehouse', 'New World Howick', ""Pak 'n Save Royal Oak"", 'Warehouse']",123.9648,14,309.91200000000003,3000
"['Warehouse', ""Pak 'n Save Botany"", 'New World Ormiston', 'Warehouse']",118.054,15,295.135,3000
"['Warehouse', 'Four Square Ellerslie', 'Four Square Pakuranga Heights', 'Four Square St Heliers', 'Four Square Alberton', 'New World Mt Roskill', 'Warehouse']",152.1641999999999,16,380.4104999999998,3000
"['Warehouse', 'Four Square Botany Junction', 'New World Ormiston', 'Four Square Pakuranga Heights', 'Warehouse']",120.32243333333341,10,300.80608333333356,3000
"['Warehouse', 'Four Square Botany Junction', 'New World Ormiston', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",133.22386666666665,13,333.05966666666666,3000
"['Warehouse', 'Four Square Botany Junction', 'New World Ormiston', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",158.01900000000003,16,395.04750000000007,3000
"['Warehouse', 'Four Square Botany Junction', ""Pak 'n Save Glen Innes"", 'Four Square St Heliers', 'Four Square Ellerslie', 'Warehouse']",156.35116666666661,15,390.8779166666665,3000
"['Warehouse', 'Four Square Ellerslie', 'Four Square St Heliers', ""Pak 'n Save Sylvia Park"", 'Four Square Pakuranga Heights', 'Four Square Botany Junction', 'Warehouse']",167.19926666666674,16,417.99816666666686,3000
"['Warehouse', 'Four Square Ellerslie', 'New World Botany', 'Four Square Pakuranga Heights', 'Warehouse']",118.93923333333336,12,297.3480833333334,3000
"['Warehouse', 'Four Square Botany Junction', 'New World Ormiston', 'Four Square St Heliers', 'New World Mt Roskill', 'Warehouse']",166.29396666666668,16,415.73491666666666,3000
"['Warehouse', 'Four Square Alberton', 'New World Howick', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",144.3991333333332,14,360.997833333333,3000
"['Warehouse', 'Four Square Alberton', 'Four Square Botany Junction', 'New World Howick', 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",165.92409999999995,16,414.8102499999999,3000
